,loss,accuracy,val_loss,val_accuracy
0,139.1258087158203,0.6436222195625305,16.56292724609375,0.9296875
1,9.315075874328613,0.8656280636787415,8.742730140686035,0.94140625
2,3.521707534790039,0.9211295247077942,10.964174270629883,0.9296875
3,1.241836667060852,0.9668938517570496,6.8832783699035645,0.953125
4,0.9854976534843445,0.9600778818130493,3.9290850162506104,0.95703125
5,0.5582085847854614,0.9766309857368469,7.040767669677734,0.921875
6,0.13529835641384125,0.9902629256248474,7.4688568115234375,0.9140625
7,0.09418360143899918,0.9902629256248474,2.8536603450775146,0.95703125
8,0.09165097773075104,0.9912366271018982,6.571330547332764,0.92578125
9,0.2975219488143921,0.9814994931221008,8.17067813873291,0.91796875
10,0.26415586471557617,0.9795520901679993,2.262047529220581,0.95703125
11,0.30798664689064026,0.9776046872138977,6.881028652191162,0.9140625
12,0.1510416716337204,0.9873417615890503,3.8360042572021484,0.94140625
13,0.11837073415517807,0.9873417615890503,2.675797700881958,0.953125
14,0.0990360677242279,0.9892891645431519,2.2787907123565674,0.94921875
15,0.02107429690659046,0.9941577315330505,4.648470878601074,0.92578125
16,0.03402765840291977,0.9951314330101013,3.2837419509887695,0.93359375
17,0.031722281128168106,0.9931840300559998,3.3198161125183105,0.9375
18,0.00012899939611088485,1.0,2.4270410537719727,0.94921875
